complaint_id,complaint_text,category,city,date_submitted,status,priority,complaint_length,word_count,Water,Roads,Electricity,Sanitation
523,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-10-31,Resolved,High,51,5,0,0,1,0
524,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-03-16,Open,Medium,51,8,0,0,0,1
525,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-12-02,Resolved,Low,53,9,0,0,1,0
526,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-10-20,Open,Low,70,12,1,0,0,0
527,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-05-31,In Progress,Medium,51,5,0,0,1,0
528,Dirty streets creating health hazards,Sanitation,Delhi,2024-05-01,Resolved,Medium,37,5,0,0,0,1
529,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-06-30,Pending,Low,66,11,1,0,0,0
530,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-04-27,Pending,Medium,54,5,0,0,1,0
531,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-07-15,Resolved,Low,42,6,0,1,0,0
532,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-01-30,Pending,High,50,5,0,0,0,1
533,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-08-16,Pending,High,51,8,1,0,0,0
534,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-12-12,Open,Medium,39,5,0,0,0,1
535,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-12-03,Open,Low,63,11,0,1,0,0
536,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-11-27,Pending,Low,51,8,1,0,0,0
537,Irregular water supply timings causing inconvenience,Water,Vadodara,2024-10-11,Resolved,Medium,52,6,1,0,0,0
538,Street lights are not functioning in the locality,Electricity,Mumbai,2024-04-30,In Progress,Low,49,8,0,0,1,0
539,No electricity supply for the past 6 hours,Electricity,Rajkot,2024-10-15,In Progress,Medium,42,8,0,0,1,0
540,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-04-22,Pending,Low,52,6,1,0,0,0
541,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-05-31,Resolved,Low,39,5,0,0,0,1
542,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-12-19,Pending,Medium,70,12,1,0,0,0
543,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-02-16,Pending,Medium,70,12,1,0,0,0
544,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-01-30,Pending,High,63,11,0,1,0,0
545,Irregular water supply timings causing inconvenience,Water,Delhi,2024-10-06,Resolved,Low,52,6,1,0,0,0
546,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-05-06,Pending,Low,55,7,0,1,0,0
547,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-12-31,In Progress,Medium,53,9,0,0,1,0
548,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-12-12,Open,Medium,70,12,1,0,0,0
549,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-06-28,Pending,High,66,11,1,0,0,0
550,Drainage water is mixing with drinking water supply,Water,Vadodara,2024-03-09,Resolved,Low,51,8,1,0,0,0
551,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-07-28,Pending,High,66,11,1,0,0,0
552,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-11-22,Resolved,Low,42,6,0,1,0,0
553,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-11-20,In Progress,Medium,39,5,0,0,0,1
554,Street lights are not functioning in the locality,Electricity,Mumbai,2024-07-11,In Progress,Medium,49,8,0,0,1,0
555,Dirty streets creating health hazards,Sanitation,Rajkot,2024-05-27,Resolved,Medium,37,5,0,0,0,1
556,Dirty streets creating health hazards,Sanitation,Mumbai,2024-07-18,Resolved,High,37,5,0,0,0,1
557,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-01-30,In Progress,High,50,5,0,0,0,1
558,Transformer malfunction causing electricity disruption,Electricity,Vadodara,2024-10-24,Pending,Low,54,5,0,0,1,0
559,Dirty streets creating health hazards,Sanitation,Delhi,2024-11-16,Open,Medium,37,5,0,0,0,1
560,Uneven road surface causing vehicle damage,Roads,Vadodara,2024-07-11,In Progress,Medium,42,6,0,1,0,0
561,No electricity supply for the past 6 hours,Electricity,Rajkot,2024-02-27,Pending,Medium,42,8,0,0,1,0
562,Garbage has not been collected for several days,Sanitation,Delhi,2024-11-13,Open,High,47,8,0,0,0,1
563,Garbage has not been collected for several days,Sanitation,Vadodara,2024-04-24,Resolved,Low,47,8,0,0,0,1
564,Waste management system is inefficient in this area,Sanitation,Surat,2024-10-26,In Progress,High,51,8,0,0,0,1
565,Dirty streets creating health hazards,Sanitation,Vadodara,2024-05-19,In Progress,Low,37,5,0,0,0,1
566,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-04-14,Pending,Low,50,5,0,0,0,1
567,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-07-30,Pending,Low,54,5,0,0,1,0
568,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-09-19,Open,Medium,66,11,1,0,0,0
569,Street lights are not functioning in the locality,Electricity,Mumbai,2024-03-01,Resolved,Low,49,8,0,0,1,0
570,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-01-16,In Progress,Low,49,8,0,0,1,0
571,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-08-21,Open,High,50,5,0,0,0,1
572,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-09-29,Pending,High,55,7,0,1,0,0
573,Contaminated water is being supplied in our locality,Water,Mumbai,2024-06-12,Open,Low,52,8,1,0,0,0
574,Dirty streets creating health hazards,Sanitation,Delhi,2024-11-18,Pending,Medium,37,5,0,0,0,1
575,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-05-09,Open,Low,63,11,0,1,0,0
576,Street lights are not functioning in the locality,Electricity,Vadodara,2024-05-31,In Progress,Medium,49,8,0,0,1,0
577,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-07-09,Pending,Low,53,9,0,0,1,0
578,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-05-18,Open,Medium,52,8,0,1,0,0
579,Garbage has not been collected for several days,Sanitation,Surat,2024-08-14,Resolved,Low,47,8,0,0,0,1
580,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-07-11,Pending,Medium,39,5,0,0,0,1
581,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-04-07,Open,Low,66,11,1,0,0,0
582,Waste management system is inefficient in this area,Sanitation,Surat,2024-08-08,Pending,Medium,51,8,0,0,0,1
583,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-12-16,Open,High,52,6,1,0,0,0
584,Street lights are not functioning in the locality,Electricity,Delhi,2024-12-15,In Progress,Medium,49,8,0,0,1,0
585,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-08-08,Resolved,Low,42,8,0,0,1,0
586,Street lights are not functioning in the locality,Electricity,Surat,2024-10-14,In Progress,High,49,8,0,0,1,0
587,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-05-21,Open,High,51,8,1,0,0,0
588,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-04-18,In Progress,Medium,52,8,0,1,0,0
589,Waste management system is inefficient in this area,Sanitation,Delhi,2024-02-14,Open,Medium,51,8,0,0,0,1
590,Residents are facing severe water shortage for the past three days,Water,Surat,2024-11-03,Resolved,Medium,66,11,1,0,0,0
591,Drainage water is mixing with drinking water supply,Water,Delhi,2024-05-11,In Progress,High,51,8,1,0,0,0
592,Garbage has not been collected for several days,Sanitation,Surat,2024-12-03,Pending,Medium,47,8,0,0,0,1
593,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-04-24,In Progress,Medium,39,5,0,0,0,1
594,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-08-23,Pending,Low,70,12,1,0,0,0
595,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-07-01,Pending,High,52,8,0,1,0,0
596,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-05-07,In Progress,High,50,5,0,0,0,1
597,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-11-27,Open,Low,52,8,0,1,0,0
598,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-06-27,Pending,High,52,6,1,0,0,0
599,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-01-01,Resolved,High,52,8,1,0,0,0
600,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-06-02,Open,High,42,6,0,1,0,0
601,Contaminated water is being supplied in our locality,Water,Rajkot,2024-10-18,Open,Low,52,8,1,0,0,0
602,Contaminated water is being supplied in our locality,Water,Vadodara,2024-07-24,Pending,Low,52,8,1,0,0,0
603,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-07-30,Pending,Medium,51,8,0,0,0,1
604,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-05-07,Open,High,51,5,0,0,1,0
605,Residents are facing severe water shortage for the past three days,Water,Surat,2024-02-14,Pending,High,66,11,1,0,0,0
606,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-07-23,Pending,Low,50,5,0,0,0,1
607,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-12-31,In Progress,High,42,6,0,1,0,0
608,Construction work left road in poor condition,Roads,Delhi,2024-09-30,Resolved,High,45,7,0,1,0,0
609,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-08-02,In Progress,Medium,39,5,0,0,0,1
610,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-05-22,Open,Low,39,5,0,0,0,1
611,Dirty streets creating health hazards,Sanitation,Delhi,2024-07-27,Resolved,High,37,5,0,0,0,1
612,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-11-11,In Progress,Medium,51,5,0,0,1,0
613,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-09-10,Open,High,42,6,0,1,0,0
614,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-07-24,Resolved,Medium,51,5,0,0,1,0
615,Garbage has not been collected for several days,Sanitation,Mumbai,2024-01-07,Pending,High,47,8,0,0,0,1
616,No electricity supply for the past 6 hours,Electricity,Mumbai,2024-08-12,Pending,Medium,42,8,0,0,1,0
617,Contaminated water is being supplied in our locality,Water,Delhi,2024-01-03,Pending,Medium,52,8,1,0,0,0
618,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-12-18,In Progress,Medium,54,5,0,0,1,0
619,Garbage has not been collected for several days,Sanitation,Surat,2024-09-02,Open,Medium,47,8,0,0,0,1
620,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-07-29,In Progress,Medium,51,5,0,0,1,0
621,Dirty streets creating health hazards,Sanitation,Surat,2024-09-15,In Progress,Medium,37,5,0,0,0,1
622,Street lights are not functioning in the locality,Electricity,Rajkot,2024-02-13,Pending,Medium,49,8,0,0,1,0
623,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-05-13,In Progress,Medium,55,7,0,1,0,0
624,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-03-26,Resolved,Low,39,5,0,0,0,1
625,Dirty streets creating health hazards,Sanitation,Delhi,2024-01-30,In Progress,Low,37,5,0,0,0,1
626,Irregular water supply timings causing inconvenience,Water,Delhi,2024-01-26,Pending,High,52,6,1,0,0,0
627,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-10-24,Open,Low,54,5,0,0,1,0
628,Garbage has not been collected for several days,Sanitation,Vadodara,2024-09-20,Open,Medium,47,8,0,0,0,1
629,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-10-20,Resolved,Low,51,8,1,0,0,0
630,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-08-07,Resolved,Low,63,11,0,1,0,0
631,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-05-07,In Progress,High,51,8,0,0,0,1
632,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-12-24,In Progress,Low,66,11,1,0,0,0
633,Construction work left road in poor condition,Roads,Surat,2024-08-14,Resolved,Medium,45,7,0,1,0,0
634,Road has not been repaired for months leading to traffic issues,Roads,Ahmedabad,2024-08-13,In Progress,Medium,63,11,0,1,0,0
635,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-10-18,Pending,Medium,52,8,1,0,0,0
636,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-08-05,Open,High,66,11,1,0,0,0
637,Street lights are not functioning in the locality,Electricity,Delhi,2024-02-02,Pending,High,49,8,0,0,1,0
638,Dirty streets creating health hazards,Sanitation,Ahmedabad,2024-03-12,Resolved,Medium,37,5,0,0,0,1
639,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-02-05,Resolved,Medium,42,8,0,0,1,0
640,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-02-21,In Progress,Low,39,5,0,0,0,1
641,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-01-19,Open,Medium,52,8,1,0,0,0
642,Street lights are not functioning in the locality,Electricity,Mumbai,2024-02-16,Open,Medium,49,8,0,0,1,0
643,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-02-02,Resolved,Medium,52,8,0,1,0,0
644,Construction work left road in poor condition,Roads,Rajkot,2024-11-19,In Progress,High,45,7,0,1,0,0
645,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-04-27,In Progress,Low,55,7,0,1,0,0
646,Uneven road surface causing vehicle damage,Roads,Surat,2024-12-12,Open,Medium,42,6,0,1,0,0
647,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-08-13,Pending,Low,50,5,0,0,0,1
648,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-11-01,Resolved,High,66,11,1,0,0,0
649,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-03-03,In Progress,High,52,6,1,0,0,0
650,Construction work left road in poor condition,Roads,Delhi,2024-04-29,In Progress,High,45,7,0,1,0,0
651,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-07-11,Resolved,Low,42,6,0,1,0,0
652,Street lights are not functioning in the locality,Electricity,Delhi,2024-06-07,Resolved,High,49,8,0,0,1,0
653,Uneven road surface causing vehicle damage,Roads,Surat,2024-02-26,Pending,High,42,6,0,1,0,0
654,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-03-11,Pending,High,52,6,1,0,0,0
655,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-08-24,Pending,Low,55,7,0,1,0,0
656,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-07-18,Open,Medium,47,8,0,0,0,1
657,Drainage water is mixing with drinking water supply,Water,Vadodara,2024-10-25,In Progress,Low,51,8,1,0,0,0
658,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-04-23,Pending,High,51,8,0,0,0,1
659,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-05-23,Resolved,Low,54,5,0,0,1,0
660,Transformer malfunction causing electricity disruption,Electricity,Delhi,2024-01-21,Pending,High,54,5,0,0,1,0
661,Construction work left road in poor condition,Roads,Vadodara,2024-04-05,In Progress,Medium,45,7,0,1,0,0
662,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-01-01,Pending,Medium,42,6,0,1,0,0
663,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-11-14,Resolved,Low,39,5,0,0,0,1
664,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-11-07,Pending,High,53,9,0,0,1,0
665,Dirty streets creating health hazards,Sanitation,Delhi,2024-12-11,Pending,High,37,5,0,0,0,1
666,Dirty streets creating health hazards,Sanitation,Mumbai,2024-12-24,In Progress,Medium,37,5,0,0,0,1
667,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-11-13,Open,High,55,7,0,1,0,0
668,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-05-26,In Progress,Low,50,5,0,0,0,1
669,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-08-03,In Progress,Low,51,5,0,0,1,0
670,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-11-04,Pending,High,66,11,1,0,0,0
671,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-11-19,Resolved,Medium,50,5,0,0,0,1
672,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-03-27,Open,Low,51,5,0,0,1,0
673,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-02-01,In Progress,Medium,39,5,0,0,0,1
674,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-08-08,Open,High,63,11,0,1,0,0
675,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-10-21,Pending,Medium,52,6,1,0,0,0
676,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-02-25,Pending,Low,63,11,0,1,0,0
677,Street lights are not functioning in the locality,Electricity,Vadodara,2024-12-28,In Progress,Low,49,8,0,0,1,0
678,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-01-18,Open,Medium,52,8,1,0,0,0
679,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-12-03,Open,Medium,42,8,0,0,1,0
680,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-09-12,Open,Low,50,5,0,0,0,1
681,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-10-05,In Progress,High,53,9,0,0,1,0
682,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-02-14,Pending,Medium,70,12,1,0,0,0
683,Damaged street roads creating unsafe driving conditions,Roads,Delhi,2024-06-25,In Progress,Low,55,7,0,1,0,0
684,Irregular water supply timings causing inconvenience,Water,Vadodara,2024-01-07,Pending,Low,52,6,1,0,0,0
685,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-07-13,Open,Low,51,5,0,0,1,0
686,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-05-11,In Progress,High,66,11,1,0,0,0
687,Drainage water is mixing with drinking water supply,Water,Delhi,2024-11-23,Open,Medium,51,8,1,0,0,0
688,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-11-28,Resolved,Medium,53,9,0,0,1,0
689,Waste management system is inefficient in this area,Sanitation,Surat,2024-05-07,Resolved,High,51,8,0,0,0,1
690,Contaminated water is being supplied in our locality,Water,Rajkot,2024-11-22,Open,Low,52,8,1,0,0,0
691,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-06-21,In Progress,Low,42,6,0,1,0,0
692,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-04-28,Pending,Medium,42,6,0,1,0,0
693,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-06-26,Open,Medium,63,11,0,1,0,0
694,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-01-18,Resolved,Low,55,7,0,1,0,0
695,Contaminated water is being supplied in our locality,Water,Vadodara,2024-06-17,Resolved,Low,52,8,1,0,0,0
696,Garbage has not been collected for several days,Sanitation,Delhi,2024-07-15,Open,Medium,47,8,0,0,0,1
697,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-06-07,In Progress,Low,52,6,1,0,0,0
698,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-02-21,Pending,Low,51,8,1,0,0,0
699,Garbage has not been collected for several days,Sanitation,Surat,2024-12-26,Pending,Low,47,8,0,0,0,1
700,Dirty streets creating health hazards,Sanitation,Mumbai,2024-02-12,Pending,High,37,5,0,0,0,1
701,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-06-08,Open,Low,51,8,0,0,0,1
702,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-04-06,Resolved,High,50,5,0,0,0,1
703,Drainage water is mixing with drinking water supply,Water,Ahmedabad,2024-02-06,In Progress,Medium,51,8,1,0,0,0
704,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-05-10,Open,Low,55,7,0,1,0,0
705,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-03-01,Resolved,Low,63,11,0,1,0,0
706,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-01-27,In Progress,Medium,52,8,0,1,0,0
707,Waste management system is inefficient in this area,Sanitation,Rajkot,2024-04-04,Pending,Low,51,8,0,0,0,1
708,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-05-23,In Progress,Medium,54,5,0,0,1,0
709,Transformer malfunction causing electricity disruption,Electricity,Vadodara,2024-08-11,Resolved,Low,54,5,0,0,1,0
710,No electricity supply for the past 6 hours,Electricity,Delhi,2024-11-24,Open,Low,42,8,0,0,1,0
711,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-02-20,Pending,High,39,5,0,0,0,1
712,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-04-19,In Progress,Low,51,8,1,0,0,0
713,Construction work left road in poor condition,Roads,Delhi,2024-04-27,Open,High,45,7,0,1,0,0
714,Multiple potholes on the main road causing accidents,Roads,Surat,2024-08-30,Resolved,Low,52,8,0,1,0,0
715,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-03-14,Pending,Low,50,5,0,0,0,1
716,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-05-08,Resolved,Low,53,9,0,0,1,0
717,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-10-09,Pending,Low,53,9,0,0,1,0
718,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-11-07,Open,Low,50,5,0,0,0,1
719,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-03-20,Pending,Medium,66,11,1,0,0,0
720,Garbage has not been collected for several days,Sanitation,Surat,2024-06-08,Open,Low,47,8,0,0,0,1
721,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-08-13,Open,Medium,51,8,1,0,0,0
722,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-08-23,Open,High,52,6,1,0,0,0
723,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-08-11,Pending,Low,66,11,1,0,0,0
724,No electricity supply for the past 6 hours,Electricity,Surat,2024-05-28,Pending,Low,42,8,0,0,1,0
725,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-02-15,In Progress,High,52,8,0,1,0,0
726,Contaminated water is being supplied in our locality,Water,Delhi,2024-02-26,Open,High,52,8,1,0,0,0
727,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-10-29,In Progress,Low,39,5,0,0,0,1
728,Waste management system is inefficient in this area,Sanitation,Delhi,2024-10-18,Resolved,High,51,8,0,0,0,1
729,Voltage fluctuations damaging electrical appliances,Electricity,Surat,2024-01-10,In Progress,High,51,5,0,0,1,0
730,Garbage has not been collected for several days,Sanitation,Mumbai,2024-06-15,Open,High,47,8,0,0,0,1
731,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-01-04,Pending,Low,63,11,0,1,0,0
732,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-11-22,Pending,Low,53,9,0,0,1,0
733,Dirty streets creating health hazards,Sanitation,Delhi,2024-12-16,In Progress,High,37,5,0,0,0,1
734,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-04-18,Pending,Medium,52,8,0,1,0,0
735,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-06-26,In Progress,High,42,6,0,1,0,0
736,Uneven road surface causing vehicle damage,Roads,Delhi,2024-02-28,Open,High,42,6,0,1,0,0
737,Uneven road surface causing vehicle damage,Roads,Surat,2024-12-20,Resolved,Medium,42,6,0,1,0,0
738,Transformer malfunction causing electricity disruption,Electricity,Vadodara,2024-08-14,Resolved,Low,54,5,0,0,1,0
739,Garbage has not been collected for several days,Sanitation,Rajkot,2024-06-13,Pending,Low,47,8,0,0,0,1
740,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-04-28,Pending,Medium,49,8,0,0,1,0
741,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-08-05,Resolved,Medium,53,9,0,0,1,0
742,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-08-30,Pending,High,51,5,0,0,1,0
743,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-10-09,Resolved,High,52,6,1,0,0,0
744,Street lights are not functioning in the locality,Electricity,Ahmedabad,2024-05-18,Resolved,Low,49,8,0,0,1,0
745,Garbage has not been collected for several days,Sanitation,Rajkot,2024-02-12,Open,High,47,8,0,0,0,1
746,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-12-29,Resolved,High,51,5,0,0,1,0
747,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-05-27,In Progress,High,50,5,0,0,0,1
748,Construction work left road in poor condition,Roads,Mumbai,2024-03-09,Pending,High,45,7,0,1,0,0
749,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-04-12,In Progress,Medium,51,5,0,0,1,0
750,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-03-09,In Progress,High,66,11,1,0,0,0
751,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-06-27,Pending,High,51,8,1,0,0,0
752,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-10-01,Open,Medium,66,11,1,0,0,0
753,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-05-26,Resolved,Low,52,8,1,0,0,0
754,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-06-17,Resolved,Medium,39,5,0,0,0,1
755,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-03-18,Resolved,Medium,53,9,0,0,1,0
756,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-09-16,Resolved,High,70,12,1,0,0,0
757,Construction work left road in poor condition,Roads,Vadodara,2024-08-09,Resolved,High,45,7,0,1,0,0
758,Street lights are not functioning in the locality,Electricity,Mumbai,2024-12-02,Resolved,Medium,49,8,0,0,1,0
759,Damaged street roads creating unsafe driving conditions,Roads,Ahmedabad,2024-01-04,Pending,Low,55,7,0,1,0,0
760,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-04-09,Pending,High,50,5,0,0,0,1
761,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-04-29,In Progress,Medium,70,12,1,0,0,0
762,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-02-10,Open,Medium,51,8,0,0,0,1
763,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-11-28,Pending,Medium,39,5,0,0,0,1
764,Construction work left road in poor condition,Roads,Surat,2024-05-26,Pending,Low,45,7,0,1,0,0
765,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-03-23,In Progress,Low,63,11,0,1,0,0
766,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-12-19,Open,Medium,50,5,0,0,0,1
767,Street lights are not functioning in the locality,Electricity,Surat,2024-12-29,Open,Low,49,8,0,0,1,0
768,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-06-05,Pending,Low,52,8,0,1,0,0
769,Contaminated water is being supplied in our locality,Water,Vadodara,2024-05-12,Open,High,52,8,1,0,0,0
770,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-06-17,Resolved,Low,51,8,1,0,0,0
771,Irregular water supply timings causing inconvenience,Water,Surat,2024-02-02,Open,High,52,6,1,0,0,0
772,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-02-22,Open,Low,51,8,0,0,0,1
773,Street lights are not functioning in the locality,Electricity,Rajkot,2024-12-15,Pending,High,49,8,0,0,1,0
774,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-01-21,In Progress,High,50,5,0,0,0,1
